brand,model,spec_group,spec_name,raw_value,normalized_value,unit,source_url
TMS LITE,LSW-30-050-2-X,table_2,Current,90mA 120mA,90mA 120mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_2,Voltage (V) / Watt (W),24V / 2.16W 24V / 2.88W,24V / 2.16W 24V / 2.88W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_2,Weight (g),60,60,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,D (mm),18.0,18.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,E (mm),30,30,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,F row (mm),2,2,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,ØA (mm),54.0,54.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,ØB (mm),23.5,23.5,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-050-2-X,table_3,ØC (mm),41.0,41.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_0,Current,315mA 350mA,315mA 350mA,mA,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_0,Voltage (V) / Watt (W),12V / 3.78W 12V / 4.20W,12V / 3.78W 12V / 4.20W,V,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_0,Weight (g),120,120,g,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-070-3-X,table_2,Current,144mA 120mA 108mA,144mA 120mA 108mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_2,Voltage (V) / Watt (W),24V / 3.46W 24V / 2.88W 24V / 2.59W,24V / 3.46W 24V / 2.88W 24V / 2.59W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_2,Weight (g),120,120,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,D (mm),20.0,20.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,E (mm),30,30,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,F row (mm),3,3,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,ØA (mm),70.0,70.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,ØB (mm),32.0,32.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-070-3-X,table_3,ØC (mm),56.0,56.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_0,Current,410mA 469mA,410mA 469mA,mA,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_0,Voltage (V) / Watt (W),12V / 4.92W 12V / 5.63W,12V / 4.92W 12V / 5.63W,V,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_0,Weight (g),200,200,g,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-30-090-4-X,table_2,Current,345mA 435mA,345mA 435mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_2,Voltage (V) / Watt (W),24V / 8.28W 24V / 10.44W,24V / 8.28W 24V / 10.44W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_2,Weight (g),200,200,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,D (mm),22.0,22.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,E (mm),30,30,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,F row (mm),4,4,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,ØA (mm),92.0,92.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,ØB (mm),48.0,48.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-090-4-X,table_3,ØC (mm),70.0,70.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_2,Current,Please contact our sales team,Please contact our sales team,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_2,Voltage (V) / Watt (W),Please contact our sales team,Please contact our sales team,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_2,Weight (g),Please contact our sales team,Please contact our sales team,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,D (mm),22.0,22.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,E (mm),30,30,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,F row (mm),5,5,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,ØA (mm),134.0,134.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,ØB (mm),84.0,84.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-30-130-5-X,table_3,ØC (mm),112.0,112.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_0,Current,165mA 190mA,165mA 190mA,mA,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_0,Voltage (V) / Watt (W),12V / 1.98W 12V / 2.28W,12V / 1.98W 12V / 2.28W,V,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_0,Weight (g),70,70,g,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-050-2-X,table_2,Current,90mA 120mA,90mA 120mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_2,Voltage (V) / Watt (W),24V / 2.16W 24V / 2.88W,24V / 2.16W 24V / 2.88W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_2,Weight (g),70,70,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,D (mm),20.0,20.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,F row (mm),2,2,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,ØA (mm),54.0,54.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,ØB (mm),25.0,25.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-050-2-X,table_3,ØC (mm),44.0,44.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_0,Current,240mA 259mA,240mA 259mA,mA,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_0,Voltage (V) / Watt (W),12V / 2.88W 12V / 3.11W,12V / 2.88W 12V / 3.11W,V,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_0,Weight (g),120,120,g,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-12v-illumination-series.html
TMS LITE,LSW-45-070-3-X,table_2,Current,195mA 240mA,195mA 240mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_2,Voltage (V) / Watt (W),24V / 4.68W 24V / 5.76W,24V / 4.68W 24V / 5.76W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_2,Weight (g),120,120,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,D (mm),21.0,21.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,F row (mm),3,3,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,ØA (mm),70.0,70.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,ØB (mm),35.0,35.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-070-3-X,table_3,ØC (mm),60.0,60.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_2,Current,345mA 435mA,345mA 435mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_2,Voltage (V) / Watt (W),24V / 8.28W 24V / 10.44W,24V / 8.28W 24V / 10.44W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_2,Weight (g),200,200,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,D (mm),24.0,24.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,F row (mm),4,4,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,ØA (mm),92.0,92.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,ØB (mm),52.0,52.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-090-4-X,table_3,ØC (mm),70.0,70.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,STEP (3D),DXF,DXF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_1,extra_7,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_2,Current,465mA 600mA,465mA 600mA,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_2,Drive Mode,Overdrive information,Overdrive information,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_2,Voltage (V) / Watt (W),24V / 11.16W 24V / 14.40W,24V / 11.16W 24V / 14.40W,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_2,Weight (g),250,250,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,D (mm),30.0,30.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,F row (mm),5,5,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,ØA (mm),100.0,100.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,ØB (mm),48.0,48.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-100-5-X,table_3,ØC (mm),80.0,80.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_2,Current,Please contact our sales team,Please contact our sales team,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_2,Voltage (V) / Watt (W),Please contact our sales team,Please contact our sales team,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_2,Weight (g),Please contact our sales team,Please contact our sales team,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,D (mm),21.0,21.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,F row (mm),3,3,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,ØA (mm),120.0,120.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,ØB (mm),85.0,85.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X,table_3,ØC (mm),110.0,110.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,Datasheet,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,STEP (3D),3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,extra_4,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,extra_5,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-120-3-X-24V,table_1,extra_6,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_2,Current,Please contact our sales team,Please contact our sales team,mA,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_2,Voltage (V) / Watt (W),Please contact our sales team,Please contact our sales team,V,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_2,Weight (g),Please contact our sales team,Please contact our sales team,g,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,D (mm),30.1,30.1,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,E (mm),45,45,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,F row (mm),5,5,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,ØA (mm),170.0,170.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,ØB (mm),125.0,125.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X,table_3,ØC (mm),154.0,154.0,mm,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,Datasheet,Red,Red,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,STEP (3D),3D View,3D View,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,extra_4,Green,Green,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,extra_5,Blue,Blue,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW-45-170-5-X-24V,table_1,extra_6,White,White,,https://www.tms-lite.com/lsw-series.html
TMS LITE,LSW2,page,Product Page Title,RGBW ILLUMINATION - LSW2,RGBW ILLUMINATION - LSW2,,https://www.tms-lite.com/rgbw-illumination-lsw2
TMS LITE,LSW2-00-100-2-RGBW-24V,table_1,Current,320mA 290mA 270mA 250mA,320mA 290mA 270mA 250mA,mA,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_1,Voltage (V)/Watt (W),24V / 7.68W 24V / 6.96W 24V / 6.48W 24V / 6.00W,24V / 7.68W 24V / 6.96W 24V / 6.48W 24V / 6.00W,V,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_1,Weight (g),203,203,g,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_2,Datasheet,3D View,3D View,,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_2,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_2,STEP (3D),PDF,PDF,,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSW2-00-100-2-RGBW-24V,table_2,extra_4,RGBW,RGBW,,https://www.tms-lite.com/rgbw-illumination-lsw2.html
TMS LITE,LSWC,page,Product Page Title,HALF CIRCLE ILLUMINATION - LSWC,HALF CIRCLE ILLUMINATION - LSWC,,https://www.tms-lite.com/half-circle-illumination-lswc
TMS LITE,LSWC-15-050-2-X,table_1,Current,60mA 40mA,60mA 40mA,mA,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_1,Voltage (V) / Watt (W),24V / 0.48W 24V / 0.96W,24V / 0.48W 24V / 0.96W,V,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_1,Weight (g),50,50,g,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_2,A (mm),55.6,55.6,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_2,B (mm),28,28,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_2,C (mm),29.3,29.3,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_2,D (mm),40,40,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_2,E (mm),16,16,mm,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,Datasheet,3D View,3D View,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,extra_4,Red,Red,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,extra_5,Green,Green,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,extra_6,Blue,Blue,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,LSWC-15-050-2-X,table_3,extra_7,White,White,,https://www.tms-lite.com/iddc-llac-lswc-series.html
TMS LITE,Lens 2D-TCEL150,table_0,Datasheet,Lens ID-TCEL150,Lens ID-TCEL150,,https://www.tms-lite.com/tme-station-opto-liquid-lens-v1
TMS LITE,Lens 2D-TCEL150,table_0,Drawing,Lens 3D-TCEL150,Lens 3D-TCEL150,,https://www.tms-lite.com/tme-station-opto-liquid-lens-v1
