brand,model,spec_group,spec_name,raw_value,normalized_value,unit,source_url
TMS LITE,BHLX3-00-320X400-X-X,table_3,A (mm),436,436,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,B (mm),428,428,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,C (mm),400,400,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,D (mm),338,338,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,E (mm),320,320,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,F (mm),300,300,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-320X400-X-X,table_3,G (mm),19,19,g,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-IR850,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-IR850,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-IR850,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-IR850,table_3,extra_4,IR850,IR850,,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,Current,3250mA,3250mA,mA,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,Drawing (2D),R/G/B/W: PDF,R/G/B/W: PDF,W,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,IR,IR850,IR850,,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,STEP (3D),R/G/B/W: DXF,R/G/B/W: DXF,W,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,Voltage (V) / Watt (W),24V / 78W,24V / 78W,V,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,Weight (g),2800,2800,g,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,A (mm),436,436,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,B (mm),428,428,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,C (mm),400,400,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,Colour,IR850,IR850,,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,Current,3375mA 4500mA 3250mA,3375mA 4500mA 3250mA,mA,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,D (mm),418,418,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,E (mm),400,400,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,F (mm),360,360,mm,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,G (mm),29,29,g,https://www.tms-lite.com/ir-illumination-bhlx3.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,Voltage (V) / Watt (W),24V / 81.00W 24V / 108.00W 24V / 78.0W,24V / 81.00W 24V / 108.00W 24V / 78.0W,V,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_2,Weight (g),2800,2800,g,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,A (mm),436,436,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,B (mm),428,428,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,C (mm),400,400,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,D (mm),418,418,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,E (mm),400,400,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,F (mm),360,360,mm,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX3-00-400X400-X-X,table_3,G (mm),29,29,g,https://www.tms-lite.com/bhlx3-serie.html
TMS LITE,BHLX4-00-160X160-X-X,table_1,Current,1415mA,1415mA,mA,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_1,Voltage (V) / Watt (W),24V / 33.96W,24V / 33.96W,V,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_1,Weight (g),665,665,g,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,A (mm),196,196,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,B (mm),188,188,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,C (mm),160,160,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,D (mm),178,178,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,E (mm),160,160,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,F (mm),140,140,mm,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_2,G (mm),19,19,g,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_3,Datasheet,White,White,,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHLX4-00-160X160-X-X,table_3,STEP (3D),3D View,3D View,,https://www.tms-lite.com/bhlx4-series.html
TMS LITE,BHP1010-X-X,table_1,Current,380mA 285mA,380mA 285mA,mA,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_1,Voltage (V) / Watt (W),24V / 9.12W 24V / 6.84W,24V / 9.12W 24V / 6.84W,V,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_1,Weight (g),650,650,g,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,A (mm),132.0,132.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,B (mm),134.0,134.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,C (mm),102.0,102.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,D (mm),104.0,104.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,E (mm),40.0,40.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1010-X-X,table_2,F (mm),116.0,116.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_1,Current,770mA 945mA,770mA 945mA,mA,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_1,Voltage (V) / Watt (W),24V / 18.48W 24V / 22.68W,24V / 18.48W 24V / 22.68W,V,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_1,Weight (g),1000,1000,g,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,A (mm),180.0,180.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,B (mm),180.0,180.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,C (mm),150.0,150.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,D (mm),150.0,150.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,E (mm),75.0,75.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1515-X-X,table_2,F (mm),163.0,163.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_1,Current,960mA 1260mA,960mA 1260mA,mA,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_1,Voltage (V) / Watt (W),24V / 23.04W 24V / 30.24W,24V / 23.04W 24V / 30.24W,V,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_1,Weight (g),1200,1200,g,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,A (mm),180.0,180.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,B (mm),230.0,230.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,C (mm),150.0,150.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,D (mm),200.0,200.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,E (mm),75.0,75.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHP1520-X-X,table_2,F (mm),213.0,213.0,mm,https://www.tms-lite.com/bhp-serie.html
TMS LITE,BHS4-00-025-X-IR850,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-IR850,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-IR850,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-IR850,table_3,extra_4,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_1,Current,130mA,130mA,mA,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,Drawing (2D),R/G/B/W: PDF,R/G/B/W: PDF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,IR,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_1,STEP (3D),R/G/B/W: DXF,R/G/B/W: DXF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,Voltage (V) / Watt (W),24V / 3.12W,24V / 3.12W,V,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_1,Weight (g),49,49,g,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_2,A (mm),59,59,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,B (mm),49,49,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,C (mm),25,25,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,Colour,IR850,IR850,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_2,Current,60mA 24mA 18mA 130mA,60mA 24mA 18mA 130mA,mA,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_2,D (mm),28,28,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,E (mm),25,25,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,F (mm),17,17,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-025-X-X,table_2,Voltage (V) / Watt (W),24V / 1.44W 24V / 0.576W 24V / 0.432W 24V / 3.12W,24V / 1.44W 24V / 0.576W 24V / 0.432W 24V / 3.12W,V,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_2,Weight (g),30,30,g,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,A (mm),59.0,59.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,B (mm),49.0,49.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,C (mm),25.0,25.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,D (mm),28.0,28.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,E (mm),25.0,25.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-025-X-X,table_3,F (mm),17.0,17.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-IR850,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-IR850,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-IR850,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-IR850,table_3,extra_4,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_1,Current,130mA,130mA,mA,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,Drawing (2D),R/G/B/W: PDF,R/G/B/W: PDF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,IR,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_1,STEP (3D),R/G/B/W: DXF,R/G/B/W: DXF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,Voltage (V) / Watt (W),24V / 3.12W,24V / 3.12W,V,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_1,Weight (g),49,49,g,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_2,A (mm),64,64,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,B (mm),54,54,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,C (mm),30,30,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,Colour,IR850,IR850,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_2,Current,60mA 24mA 18mA 130mA,60mA 24mA 18mA 130mA,mA,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_2,D (mm),33,33,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,E (mm),30,30,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,F (mm),22,22,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-030-X-X,table_2,Voltage (V) / Watt (W),24V / 1.44W 24V / 0.576W 24V / 0.432W 24V / 3.12W,24V / 1.44W 24V / 0.576W 24V / 0.432W 24V / 3.12W,V,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_2,Weight (g),50,50,g,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,A (mm),64.0,64.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,B (mm),54.0,54.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,C (mm),30.0,30.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,D (mm),33.0,33.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,E (mm),30.0,30.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-030-X-X,table_3,F (mm),22,22,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-IR850,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-IR850,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-IR850,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-IR850,table_3,extra_4,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_1,Current,96mA,96mA,mA,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,Drawing (2D),R/G/B/W: PDF,R/G/B/W: PDF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,IR,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_1,STEP (3D),R/G/B/W: DXF,R/G/B/W: DXF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,Voltage (V) / Watt (W),24V / 2.304W,24V / 2.304W,V,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_1,Weight (g),49,49,g,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_1,extra_4,Red,Red,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,extra_5,Green,Green,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,extra_6,Blue,Blue,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_1,extra_7,White,White,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_2,A (mm),84,84,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,B (mm),74,74,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,C (mm),50,50,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,Colour,IR850,IR850,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_2,Current,96mA 72mA 96mA,96mA 72mA 96mA,mA,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_2,D (mm),53,53,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,E (mm),50,50,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,F (mm),30,30,mm,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-050-X-X,table_2,Voltage (V) / Watt (W),24V / 2.304W 24V / 1.728W 24V / 2.304W,24V / 2.304W 24V / 1.728W 24V / 2.304W,V,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_2,Weight (g),80,80,g,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,A (mm),84.0,84.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,B (mm),74.0,74.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,C (mm),50.0,50.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,D (mm),53.0,53.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,E (mm),50.0,50.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-050-X-X,table_3,F (mm),30.0,30.0,mm,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-060-X-IR850,table_3,Datasheet,3D-view,3D-view,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-060-X-IR850,table_3,Drawing (2D),PDF,PDF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-060-X-IR850,table_3,STEP (3D),DXF,DXF,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-060-X-IR850,table_3,extra_4,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-060-X-X,table_1,Current,96mA,96mA,mA,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
TMS LITE,BHS4-00-060-X-X,table_1,Datasheet,3D View,3D View,,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-060-X-X,table_1,Drawing (2D),R/G/B/W: PDF,R/G/B/W: PDF,W,https://www.tms-lite.com/bhs4-serie.html
TMS LITE,BHS4-00-060-X-X,table_1,IR,IR850,IR850,,https://www.tms-lite.com/bhs4-ir-beleuchtungsserie.html
